,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
23559,94,6,1,7,10,14,40,12,137,110,109,15,4,18,13,5,11,36,8,25,0,0,0
23560,162,6,1,22,10,14,8,12,24,21,3,47,15,8,12,20,62,40,28,0,0,0,0
23561,153,6,1,7,37,17,8,2,46,45,3,15,63,8,2,5,30,16,62,40,27,0,0
23562,20,6,1,22,10,17,26,12,24,21,3,29,39,26,12,13,5,11,64,5,28,0,0
23563,4127,6,1,7,10,14,26,2,65,88,7,3,41,90,26,2,4,9,16,69,40,25,0
23564,5754,6,1,7,10,14,26,2,48,21,3,41,26,2,5,30,16,38,8,25,0,0,0
23565,445,32,33,1,22,37,17,8,2,24,21,3,15,23,8,2,5,30,16,62,40,28,0
23566,20,6,1,7,10,17,8,2,87,3,15,8,2,13,5,11,35,8,54,0,0,0,0
23567,20,66,1,56,49,4,18,89,3,63,4,18,13,5,11,38,19,28,0,0,0,0,0
23568,743,6,1,7,10,14,4,18,59,55,109,8,2,19,30,12,70,4,28,0,0,0,0
23569,377,6,1,7,10,14,31,2,228,116,65,55,90,15,31,2,13,5,11,19,38,27,0
23570,20,6,1,22,10,14,4,44,24,21,3,29,39,15,8,12,13,5,11,70,35,52,0
23571,20,66,1,56,49,9,2,89,3,29,9,2,13,5,11,35,9,25,0,0,0,0,0
23572,399,32,33,1,7,34,14,19,2,135,600,151,3,15,295,19,2,13,5,11,36,8,27
23573,20,32,33,1,7,34,14,4,18,96,53,3,184,4,18,20,31,8,27,0,0,0,0
23574,20,6,1,7,10,14,5,12,46,45,3,29,5,12,13,5,11,74,40,27,0,0,0
23575,1522,6,1,7,10,14,4,18,46,45,3,94,29,4,18,20,81,40,28,0,0,0,0
23576,453,32,33,1,7,10,14,4,18,46,45,3,29,58,4,18,4,9,16,80,31,28,0
23577,430,6,1,22,37,17,31,2,107,3,101,102,31,2,13,5,11,74,9,54,0,0,0
23578,263,6,1,7,34,14,62,2,1523,3,15,62,2,13,5,11,70,19,27,0,0,0,0
23579,20,6,1,22,10,17,9,11,24,21,3,101,19,11,13,5,11,83,30,27,0,0,0
23580,901,32,33,1,7,37,17,9,2,46,45,87,23,47,146,9,2,13,5,11,74,40,28
23581,1561,6,1,7,10,17,26,2,23,143,141,3,63,15,26,2,13,5,11,78,30,28,0
23582,148,6,1,7,10,14,8,2,43,42,3,15,94,8,2,4,9,16,30,31,25,0,0
23583,2618,6,1,7,10,14,4,18,106,113,53,131,53,68,4,18,13,5,11,100,36,27,0
23584,565,32,33,1,7,37,17,19,12,46,45,96,95,23,15,19,12,13,5,11,26,40,27
23585,20,6,1,22,10,14,26,12,24,21,3,29,39,26,12,13,5,11,5,36,27,0,0
23586,20,6,93,22,10,17,4,112,24,21,3,23,15,4,112,13,5,11,40,38,27,0,0
23587,317,6,1,22,10,17,4,44,24,21,3,99,8,12,4,9,16,38,36,27,0,0,0
23588,1380,6,1,22,10,14,4,44,24,21,3,60,39,15,9,12,5,30,16,36,5,27,0
23589,23,6,1,7,10,14,8,2,65,88,7,3,23,15,8,2,30,16,19,12,36,8,27
23590,20,6,1,7,10,17,8,2,48,21,3,15,23,8,2,13,5,11,35,5,25,0,0
23591,248,6,1,7,10,14,8,2,103,110,3,23,15,8,2,5,30,16,9,35,27,0,0
23592,595,543,6,1,7,10,17,4,18,43,42,3,15,41,4,18,13,5,11,74,40,28,0
23593,664,6,1,22,10,14,4,44,24,21,3,23,26,12,30,16,19,12,80,19,28,0,0
23594,3932,32,33,1,7,10,17,9,2,87,212,3,41,15,9,2,13,5,11,4,31,28,0
23595,20,6,57,22,10,14,8,12,24,21,3,15,90,8,12,13,5,11,80,19,28,0,0
23596,2099,50,51,67,22,10,14,26,2,24,21,3,15,23,26,2,9,19,16,61,36,28,0
23597,8047,6,1,7,34,14,5,2,252,135,139,3,15,29,5,2,13,5,11,76,40,28,0
23598,20,6,1,22,49,4,112,24,21,3,23,4,112,13,5,11,38,36,28,0,0,0,0
23599,20,6,1,7,10,14,26,16,46,45,3,23,15,26,16,13,5,11,38,30,28,0,0
23600,985,50,51,1,7,37,17,31,2,231,3,41,15,19,2,4,9,16,64,4,28,0,0
23601,698,6,1,7,10,14,19,12,43,42,3,23,15,38,12,5,30,16,62,9,27,0,0
23602,181,6,1,7,37,17,9,2,128,3,23,41,9,2,13,5,11,9,8,27,0,0,0
23603,7509,32,33,1,7,34,14,36,2,48,21,3,41,36,2,9,19,16,31,5,28,0,0
23604,356,32,33,1,7,34,14,8,2,46,45,3,108,8,2,4,9,16,70,38,25,0,0
23605,1388,7,32,33,1,7,10,17,8,2,43,42,3,23,15,8,2,13,5,11,78,8,25
23606,458,32,33,1,7,37,17,4,18,46,45,3,23,15,4,18,20,62,8,25,0,0,0
23607,1081,32,33,1,7,34,14,4,18,98,3,63,15,4,18,13,5,11,9,19,27,0,0
23608,2943,6,1,7,34,14,8,2,713,3,23,15,8,2,5,30,16,9,9,27,0,0,0
23609,20,6,1,22,10,14,4,138,24,21,3,23,15,4,138,13,5,11,4,26,28,0,0
23610,20,6,57,22,49,8,16,24,21,3,23,8,16,13,5,11,26,26,54,0,0,0,0
23611,1792,6,1,7,10,14,9,2,43,42,3,15,41,9,2,19,30,12,81,19,28,0,0
23612,9567,6,1,22,37,17,31,2,24,85,84,3,47,39,31,2,5,30,16,35,31,28,0
23613,443,50,51,1,7,10,14,36,2,123,123,46,45,63,36,2,13,5,11,78,26,27,0
23614,198,6,1,22,10,14,4,16,24,21,3,60,39,8,12,5,30,16,73,38,25,0,0
23615,494,50,51,1,7,34,14,4,18,204,205,3,29,26,12,20,78,38,28,0,0,0,0
23616,718,6,1,22,10,14,8,12,24,21,3,47,39,8,12,13,5,11,9,19,27,0,0
23617,1207,6,57,7,10,14,4,18,46,45,121,116,29,15,4,18,19,30,12,81,40,52,0
23618,3907,6,1,7,37,17,19,2,59,55,3,23,29,19,2,13,5,11,74,31,25,0,0
23619,320,6,1,22,34,14,9,12,24,21,3,60,39,15,9,12,13,5,11,78,9,27,0
23620,20,6,1,7,10,17,26,12,86,125,3,23,41,26,12,13,5,11,5,35,28,0,0
23621,20,6,57,7,10,17,19,2,48,21,3,29,19,2,13,5,11,78,9,27,0,0,0
23622,8344,6,1,22,10,17,8,12,24,21,3,29,39,15,8,12,4,9,16,9,40,52,0
23623,1266,32,33,1,7,37,17,4,18,65,88,7,3,109,15,4,18,13,5,11,4,9,27
23624,136,6,1,7,37,17,8,2,43,42,3,63,15,8,2,5,30,16,69,8,27,0,0
23625,3922,6,57,22,10,14,4,44,24,21,3,60,39,9,12,5,30,16,69,38,27,0,0
23626,3734,50,51,1,22,10,17,4,18,24,21,3,29,39,4,18,4,9,16,26,30,52,0
23627,1705,6,1,7,10,17,8,2,48,91,3,68,8,2,13,5,11,26,31,28,0,0,0
23628,20,6,1,22,10,17,9,16,24,91,3,29,39,9,16,13,5,11,62,19,27,0,0
23629,20,66,1,56,49,9,12,265,23,15,9,12,13,5,11,30,36,27,0,0,0,0,0
23630,20,6,1,22,10,17,26,16,24,21,3,99,26,16,13,5,11,62,19,25,0,0,0
23631,364,6,1,7,10,14,9,2,144,48,21,29,23,26,2,13,5,11,74,31,25,0,0
23632,750,32,33,1,22,10,14,35,12,24,21,3,23,15,35,12,4,9,16,40,8,28,0
23633,213,6,1,7,10,17,8,2,59,55,3,109,8,2,13,5,11,74,31,25,0,0,0
23634,993,32,33,1,7,34,14,26,2,86,97,92,26,2,20,64,30,27,0,0,0,0,0
23635,1083,6,1,7,34,14,31,2,43,42,3,29,58,15,31,2,13,5,11,62,8,54,0
23636,581,6,1,7,37,17,26,2,43,42,3,47,15,9,2,20,31,5,28,0,0,0,0
23637,244,6,1,7,10,17,4,44,96,95,46,45,23,15,4,44,13,5,11,81,9,28,0
23638,20,6,1,56,49,13,2,166,170,3,23,15,13,2,9,19,16,81,9,27,0,0,0
23639,3491,6,1,22,10,17,4,44,24,85,84,3,111,9,12,5,30,16,4,5,25,0,0
23640,1755,50,51,1,7,10,17,8,2,175,53,3,23,8,2,5,30,16,35,36,28,0,0
23641,20,6,56,7,10,17,8,12,46,45,3,29,58,15,8,12,13,5,11,71,4,28,0
23642,1406,32,33,1,7,37,17,31,2,171,151,3,41,15,31,2,30,16,19,12,19,31,27
23643,246,6,1,22,10,17,4,44,24,21,3,111,9,12,9,19,16,9,19,25,0,0,0
23644,270,6,1,7,37,17,4,18,150,45,3,63,4,18,13,5,11,70,8,28,0,0,0
23645,20,6,1,22,49,9,16,24,21,3,29,39,15,9,16,13,5,11,4,36,25,0,0
23646,4328,6,1,22,10,14,4,44,24,85,84,3,60,39,15,4,44,4,9,16,4,35,52
23647,4304,6,1,22,34,14,8,2,249,250,3,29,39,8,2,13,5,11,30,31,28,0,0
23648,555,2705,6,1,7,34,14,19,2,43,42,3,29,58,19,2,13,5,11,19,4,28,0
23649,572,6,1,7,10,17,5,12,96,95,59,55,23,15,5,12,13,5,11,9,30,27,0
23650,1826,32,33,1,7,34,14,9,2,157,135,139,3,68,9,2,5,30,16,78,36,27,0
23651,20,66,67,56,49,19,12,129,3,29,23,19,12,13,5,11,100,30,52,0,0,0,0
23652,4057,50,51,1,7,34,14,31,2,46,45,96,95,23,15,31,2,13,5,11,83,40,52
23653,20,6,1,7,10,17,8,12,46,45,3,94,15,8,12,13,5,11,26,9,54,0,0
23654,20,6,1,22,49,4,18,24,21,3,23,4,18,13,5,11,31,31,25,0,0,0,0
23655,361,6,1,7,10,14,8,2,43,42,160,167,29,15,9,2,4,8,2,5,9,25,0
23656,449,6,1,7,34,14,38,2,46,45,3,41,38,2,13,5,11,80,8,25,0,0,0
23657,774,50,51,1,7,34,14,8,2,43,42,3,47,15,8,2,13,5,11,19,5,28,0
23658,20,6,1,7,10,17,4,18,96,53,48,21,41,15,4,18,13,5,11,77,8,28,0
23659,1616,6,57,22,37,17,4,18,24,21,3,29,39,4,18,13,5,11,64,30,28,0,0
23660,1032,6,1,7,10,17,4,18,529,3,90,15,4,18,13,5,11,70,4,27,0,0,0
23661,274,6,1,22,34,14,4,18,1837,3,23,4,18,13,5,11,26,9,27,0,0,0,0
23662,402,6,1,7,10,17,4,18,43,42,3,94,15,9,2,8,2,75,35,27,0,0,0
23663,5496,6,1,7,10,14,8,2,43,42,3,41,15,8,2,5,30,16,76,8,25,0,0
23664,475,50,51,1,22,10,17,4,18,24,21,3,29,39,4,18,4,9,16,38,5,27,0
23665,20,6,1,7,10,17,4,18,48,91,3,15,124,4,18,13,5,11,9,5,28,0,0
23666,20,6,93,7,10,17,31,11,43,42,3,47,31,11,13,5,11,61,9,27,0,0,0
23667,351,727,6,1,7,34,14,19,2,114,3,68,31,2,20,36,4,28,0,0,0,0,0
23668,20,6,1,22,10,14,4,44,24,85,84,3,60,39,15,8,12,9,19,16,5,38,25
23669,331,6,1,7,10,17,9,2,87,3,23,41,9,2,4,9,16,5,36,27,0,0,0
23670,1258,6,1,7,37,17,30,2,279,3,68,30,2,4,9,16,73,35,52,0,0,0,0
23671,539,32,33,1,7,10,14,5,2,59,55,109,5,2,20,70,5,25,0,0,0,0,0
23672,20,6,1,7,10,17,8,12,43,42,3,15,29,8,12,13,5,11,62,9,54,0,0
23673,780,6,1,7,37,17,9,12,119,3,23,15,8,12,20,40,35,28,0,0,0,0,0
23674,493,50,51,1,7,10,17,38,12,43,42,3,15,35,12,13,5,11,71,31,27,0,0
23675,329,50,51,1,7,10,14,26,2,171,151,3,15,29,26,2,19,30,12,8,35,28,0
23676,1867,32,33,1,7,10,17,9,2,96,95,3,23,15,9,2,13,5,11,38,8,28,0
23677,974,6,1,22,10,14,26,16,24,21,3,23,8,12,9,19,16,62,19,28,0,0,0
23678,3230,32,33,1,22,37,17,4,18,24,21,3,111,15,4,18,20,80,19,28,0,0,0
23679,7797,6,1,22,10,14,4,44,24,21,3,47,15,8,12,9,19,16,19,31,25,0,0
23680,381,6,1,7,37,17,31,2,59,55,3,15,31,2,13,5,11,81,40,27,0,0,0
23681,264,6,1,7,10,14,38,2,86,125,15,38,2,13,5,11,40,8,28,0,0,0,0
23682,2669,769,6,1,7,10,14,4,18,48,21,3,68,4,18,13,5,11,30,35,52,0,0
23683,173,6,1,7,34,14,26,2,103,110,3,23,15,26,2,4,9,16,8,40,25,0,0
23684,3964,6,1,7,10,17,4,18,43,42,3,47,15,4,18,4,9,16,4,35,28,0,0
23685,20,32,33,1,7,10,14,4,112,43,42,3,63,8,16,4,9,16,9,38,28,0,0
23686,20,6,1,22,10,14,4,44,24,21,3,29,39,8,12,13,5,11,19,30,28,0,0
23687,227,32,33,1,22,10,17,8,2,24,21,3,23,8,2,9,19,16,74,40,25,0,0
23688,20,6,1,22,10,14,9,16,24,85,84,3,29,39,15,9,16,13,5,11,79,30,27
23689,1510,50,51,1,7,34,14,38,2,46,45,3,94,38,2,13,5,11,40,26,28,0,0
23690,178,32,33,1,7,37,17,19,2,48,21,3,94,19,2,13,5,11,81,9,54,0,0
23691,4737,6,1,7,37,17,35,2,48,91,3,23,29,35,2,13,5,11,5,31,27,0,0
23692,849,6,1,7,10,17,4,18,48,21,3,23,29,4,18,4,9,16,9,8,28,0,0
23693,3171,6,1,7,10,17,8,2,713,3,109,8,2,13,5,11,8,30,27,0,0,0,0
23694,20,6,1,7,34,14,19,2,132,133,3,23,15,5,2,13,5,11,69,38,25,0,0
23695,261,32,33,1,7,34,14,4,18,176,177,120,127,41,92,4,18,4,9,16,62,31,28
23696,542,32,33,1,7,10,17,71,2,123,123,3,63,71,2,13,5,11,35,4,27,0,0
23697,20,6,1,22,49,31,11,24,21,3,15,47,31,11,13,5,11,36,38,27,0,0,0
23698,20,6,1,7,10,17,4,112,65,88,7,3,92,15,4,16,13,5,11,30,35,52,0
23699,20,6,1,7,10,14,4,44,46,45,3,23,15,8,12,13,5,11,64,38,25,0,0
23700,1136,32,33,1,7,37,17,8,2,43,42,3,41,15,8,2,13,5,11,81,4,54,0
23701,403,50,51,1,7,10,17,9,2,48,21,3,23,9,2,4,9,16,62,5,25,0,0
23702,20,6,1,7,10,14,31,12,43,42,3,23,15,31,12,13,5,11,76,31,27,0,0
23703,428,558,6,1,7,34,14,31,2,104,15,41,31,2,13,5,11,73,38,27,0,0,0
23704,550,6,1,7,37,17,26,12,86,125,3,15,8,2,8,2,5,36,27,0,0,0,0
23705,222,32,33,1,22,34,14,4,18,24,85,84,3,23,4,18,4,9,16,5,30,27,0
23706,20,6,1,7,10,14,4,18,48,21,3,29,41,4,18,13,5,11,76,30,27,0,0
23707,1079,173,6,1,7,34,14,9,2,96,95,46,45,23,15,8,2,20,40,5,27,0,0
23708,259,1130,6,67,7,10,17,19,12,110,68,29,58,40,12,30,16,19,12,8,40,28,0
23709,20,6,1,7,10,17,19,2,86,125,3,90,15,19,2,13,5,11,9,5,25,0,0
23710,20,6,67,22,10,17,35,2,24,21,3,92,39,15,35,2,13,5,11,40,19,27,0
23711,155,6,1,7,10,14,9,2,121,116,23,15,9,2,13,5,11,30,9,54,0,0,0
23712,4530,6,1,7,10,14,31,12,103,110,3,29,58,15,31,12,13,5,11,76,30,25,0
23713,20,6,1,22,10,14,8,2,24,21,3,15,47,8,2,13,5,11,71,31,25,0,0
23714,3769,6,1,7,10,14,8,2,103,110,3,29,58,15,8,2,9,19,16,100,35,27,0
23715,20,6,1,22,10,14,31,12,24,21,3,23,15,31,12,13,5,11,76,4,25,0,0
23716,1405,6,1,7,10,14,8,2,43,42,65,88,7,15,8,2,30,16,19,12,83,31,28
23717,20,6,57,22,49,4,18,24,21,3,15,90,4,18,13,5,11,8,5,28,0,0,0
23718,1810,6,1,7,34,14,4,18,120,127,3,92,23,4,18,5,30,16,78,9,27,0,0
23719,20,6,1,22,10,17,31,12,24,21,3,111,31,12,13,5,11,62,38,27,0,0,0
23720,1912,32,33,1,7,34,14,26,2,48,21,3,29,23,26,2,9,19,16,26,38,27,0
23721,20,6,1,7,10,17,4,18,130,55,3,41,4,18,13,5,11,36,38,28,0,0,0
23722,720,50,51,1,7,37,17,31,2,87,3,29,31,2,4,9,16,75,30,28,0,0,0
23723,734,6,57,7,10,17,31,12,132,133,3,41,155,31,12,13,5,11,35,40,52,0,0
23724,51,1,7,10,14,8,2,157,135,139,65,88,7,41,29,8,2,4,9,16,31,30,52
23725,6895,6,1,7,10,17,4,44,128,3,23,41,8,12,13,5,11,31,36,25,0,0,0
23726,1882,6,1,7,10,14,4,18,43,42,3,15,29,4,18,9,19,16,76,4,28,0,0
23727,222,6,1,7,10,14,26,12,43,42,3,122,15,4,18,4,8,2,61,40,25,0,0
23728,196,50,51,1,7,34,14,35,2,43,42,29,58,15,35,2,4,9,16,72,30,27,0
23729,421,6,1,22,10,17,4,44,24,21,3,47,9,12,5,30,16,77,5,28,0,0,0
23730,687,32,33,1,7,10,14,8,12,23,143,141,3,41,23,9,12,4,9,16,79,31,27
23731,3091,6,1,7,37,17,31,2,65,88,7,3,15,29,58,31,2,19,30,12,35,35,52
23732,4385,6,1,7,10,14,38,12,48,21,3,23,41,35,12,13,5,11,30,9,27,0,0
23733,1788,32,33,1,7,37,17,5,12,96,95,3,15,23,5,12,13,5,11,64,40,28,0
23734,1009,32,33,1,7,37,17,4,18,65,140,3,23,15,19,12,20,75,9,54,0,0,0
23735,156,6,1,7,34,14,9,2,130,55,3,29,23,9,2,13,5,11,40,30,28,0,0
23736,967,6,1,7,10,14,4,44,98,3,29,15,8,12,13,5,11,77,4,25,0,0,0
23737,20,6,1,22,49,9,12,107,3,134,102,9,12,13,5,11,82,36,25,0,0,0,0
23738,20,6,56,22,10,14,13,2,24,21,47,90,26,16,9,19,16,69,31,27,0,0,0
23739,4323,6,1,7,10,17,8,2,43,42,3,23,15,8,2,5,30,16,38,5,27,0,0
23740,263,32,33,1,7,37,17,8,2,59,55,3,41,23,8,2,20,36,5,25,0,0,0
23741,20,6,1,22,10,17,8,2,24,21,3,29,39,8,2,13,5,11,77,36,27,0,0
23742,5687,6,1,22,10,17,8,12,24,21,3,29,39,15,9,12,9,19,16,5,36,28,0
23743,409,6,1,22,10,17,26,16,24,21,3,92,39,4,44,13,5,11,100,5,25,0,0
23744,824,32,33,1,7,37,17,4,18,86,97,3,124,4,18,13,5,11,5,36,27,0,0
23745,1451,6,1,7,34,14,4,18,43,42,3,15,23,4,18,13,5,11,31,5,28,0,0
23746,20,6,57,7,10,14,9,12,43,42,3,29,58,9,12,13,5,11,75,30,27,0,0
23747,395,32,33,1,7,34,14,9,2,43,42,3,68,26,12,20,38,36,28,0,0,0,0
23748,20,66,67,56,49,9,2,129,3,90,23,9,2,13,5,11,38,31,28,0,0,0,0
23749,20,6,1,7,10,17,26,12,160,167,751,53,63,26,12,13,5,11,77,31,25,0,0
23750,432,6,1,7,37,17,38,12,103,43,42,53,3,41,15,40,12,5,30,16,72,9,28
23751,20,6,1,22,37,17,8,2,24,21,3,47,8,2,13,5,11,75,40,25,0,0,0
23752,3328,6,57,7,10,14,9,2,43,42,3,29,15,9,2,13,5,11,70,5,27,0,0
23753,20,6,1,22,37,17,31,2,24,21,3,60,39,31,2,13,5,11,76,26,27,0,0
23754,424,6,1,7,10,14,19,2,87,212,3,23,58,15,19,2,13,5,11,4,31,28,0
23755,158,6,1,22,10,17,26,16,24,21,3,29,39,8,12,9,19,16,35,31,27,0,0
23756,787,6,1,22,37,17,26,2,1836,3,101,26,2,13,5,11,73,35,27,0,0,0,0
23757,237,32,33,1,7,34,14,26,12,96,95,3,23,15,26,12,20,81,40,25,0,0,0
23758,1013,50,51,1,7,37,17,8,2,46,45,3,23,8,2,4,9,16,36,4,27,0,0
23759,215,50,51,1,7,10,17,8,2,132,133,3,15,41,8,2,13,5,11,73,31,27,0
23760,20,6,1,22,10,14,4,44,24,21,3,23,15,8,12,4,9,16,61,19,28,0,0
23761,20,6,1,22,34,14,26,2,24,85,84,3,23,9,2,20,73,8,54,0,0,0,0
23762,20,6,93,22,10,17,8,11,24,21,3,101,8,11,13,5,11,79,19,28,0,0,0
23763,20,6,57,7,10,17,26,12,43,42,3,47,15,26,12,13,5,11,62,31,25,0,0
23764,20,6,1,22,34,14,35,12,24,21,3,60,39,35,12,4,9,16,71,40,27,0,0
23765,158,6,1,7,10,17,36,2,189,48,91,124,36,2,13,5,11,64,26,25,0,0,0
23766,2652,6,1,22,10,14,4,44,24,21,3,23,4,44,4,9,16,75,38,25,0,0,0
23767,2224,1994,32,33,1,7,10,14,35,12,43,42,3,122,4,18,9,19,16,77,4,27,0
23768,634,6,1,22,10,17,4,18,24,21,3,23,4,18,4,9,16,64,8,54,0,0,0
23769,20,6,1,22,10,14,38,12,24,21,3,90,39,15,38,12,13,5,11,80,8,54,0
23770,1722,6,1,7,10,17,4,18,48,21,3,29,15,4,18,4,9,16,74,40,52,0,0
23771,229,6,1,7,34,14,8,2,98,3,29,15,8,2,13,5,11,38,8,54,0,0,0
23772,179,6,1,7,34,14,8,2,87,3,41,15,8,2,13,5,11,61,4,28,0,0,0
23773,1054,6,1,7,37,17,9,2,43,42,3,23,15,9,2,5,30,16,75,35,28,0,0
23774,740,32,33,1,7,10,17,9,2,43,42,3,15,29,58,9,2,13,5,11,74,9,25
23775,2646,6,1,7,37,17,36,2,59,55,3,41,5,2,20,62,19,27,0,0,0,0,0
23776,1359,400,6,1,22,10,17,8,2,24,21,3,60,39,15,8,2,9,19,16,9,30,25
23777,1964,400,6,57,7,10,17,4,18,120,127,3,29,15,4,18,13,5,11,35,5,28,0
23778,724,32,33,1,7,34,14,4,18,48,21,3,23,29,4,18,20,19,19,25,0,0,0
23779,1162,6,1,7,10,14,4,18,86,125,3,23,29,4,18,4,9,16,75,5,27,0,0
23780,3650,6,1,7,10,17,4,18,96,95,23,4,18,30,16,19,12,71,35,28,0,0,0
23781,1219,6,1,7,10,14,4,18,114,46,45,15,68,8,2,9,19,16,30,35,27,0,0
23782,427,32,33,1,7,37,17,8,2,59,55,3,23,29,8,2,13,5,11,77,19,28,0
23783,582,6,1,22,34,14,5,2,24,21,3,23,5,2,13,5,11,77,31,25,0,0,0
23784,214,6,1,7,10,14,8,12,59,55,46,45,63,23,8,12,13,5,11,71,38,25,0
23785,20,66,1,56,49,8,16,174,90,8,16,13,5,11,72,31,28,0,0,0,0,0,0
23786,209,6,1,7,34,14,26,2,197,3,29,58,26,2,13,5,11,40,4,28,0,0,0
23787,647,6,1,22,10,14,4,18,24,21,3,60,39,15,4,18,13,5,11,19,9,28,0
23788,1518,6,1,7,10,17,4,18,87,104,15,29,4,18,13,5,11,76,19,25,0,0,0
23789,2468,6,1,7,10,14,4,18,176,177,3,15,60,4,18,4,9,16,31,9,27,0,0
23790,161,6,1,22,37,17,9,2,24,21,3,29,39,9,2,4,9,16,74,19,28,0,0
23791,309,6,1,7,10,14,8,2,98,123,123,63,15,8,2,30,16,19,12,38,8,27,0
23792,1964,32,33,1,22,37,17,38,2,24,85,84,3,23,15,38,2,20,83,30,25,0,0
23793,161,32,33,1,22,37,17,71,2,24,91,3,47,39,15,71,2,4,9,16,26,8,54
23794,449,6,1,7,10,14,9,16,46,45,3,94,15,4,44,9,19,16,83,19,27,0,0
23795,685,6,1,22,10,17,4,44,24,21,3,23,26,12,30,16,19,12,38,35,25,0,0
23796,20,32,33,1,22,10,17,4,44,24,21,3,60,39,8,12,4,9,16,78,5,28,0
23797,2957,32,33,1,7,34,14,4,18,117,53,3,23,15,4,18,13,5,11,71,8,54,0
23798,993,6,1,7,10,14,4,18,86,172,3,23,41,4,18,13,5,11,82,35,52,0,0
23799,153,32,33,1,7,37,17,26,2,48,21,117,53,41,15,26,2,5,30,16,74,26,27
23800,232,6,1,7,10,17,31,12,47,159,3,47,15,35,12,30,16,19,12,5,31,25,0
23801,2702,6,1,7,34,14,26,2,292,293,3,15,26,2,13,5,11,30,31,25,0,0,0
23802,3342,32,33,1,22,37,17,4,18,24,21,3,29,39,4,18,13,5,11,31,4,28,0
23803,1026,6,1,7,34,14,4,18,43,42,3,29,15,4,18,19,30,12,73,36,27,0,0
23804,8965,32,33,1,22,10,17,8,12,24,21,3,29,39,9,12,9,19,16,26,40,25,0
23805,1806,6,1,22,10,17,4,44,24,21,3,15,23,26,12,5,30,16,70,35,52,0,0
23806,188,6,1,7,34,14,4,18,46,45,119,23,15,4,18,4,9,16,35,26,25,0,0
23807,2380,6,1,22,37,17,4,18,24,85,84,3,23,15,4,18,13,5,11,76,19,27,0
23808,3489,6,1,7,10,14,8,2,43,42,3,29,58,15,8,2,13,5,11,9,4,25,0
23809,20,6,1,22,10,14,4,44,24,21,3,60,39,15,4,44,13,5,11,62,5,25,0
23810,229,6,1,7,10,14,36,12,46,45,3,23,36,12,13,5,11,62,19,28,0,0,0
23811,4974,6,1,7,10,14,31,2,65,55,68,31,2,13,5,11,77,31,27,0,0,0,0
23812,213,50,51,1,7,10,14,31,12,43,42,3,23,31,12,4,9,16,26,30,27,0,0
23813,1596,32,33,1,22,10,17,4,44,24,21,3,23,4,44,13,5,11,4,35,25,0,0
23814,20,6,1,7,10,14,9,12,48,21,3,15,29,26,12,13,5,11,31,35,28,0,0
23815,20,6,1,22,10,17,26,16,24,21,3,60,26,16,13,5,11,5,4,54,0,0,0
23816,7563,6,1,7,10,17,8,2,132,133,15,23,58,8,2,13,5,11,79,35,25,0,0
23817,2164,32,33,1,7,34,14,40,12,605,606,3,15,40,12,20,30,9,27,0,0,0,0
23818,1440,6,1,22,10,14,4,16,24,21,3,60,39,31,12,30,16,19,12,72,31,27,0
23819,2916,32,33,1,22,34,14,8,12,24,21,3,23,15,8,12,20,8,5,28,0,0,0
23820,430,6,1,7,37,17,9,2,104,278,113,53,68,26,2,19,30,12,72,36,25,0,0
23821,545,6,1,7,10,14,30,2,43,42,3,15,30,2,13,5,11,61,35,25,0,0,0
23822,5306,32,33,1,22,37,17,38,2,24,21,3,15,29,39,38,2,5,30,16,74,9,28
23823,1229,6,1,7,34,14,5,2,243,97,3,15,5,2,13,5,11,31,8,54,0,0,0
23824,63,6,1,7,34,14,26,2,152,105,65,88,7,68,26,2,19,30,12,75,35,52,0
23825,20,66,57,56,49,19,12,174,90,19,12,13,5,11,76,4,25,0,0,0,0,0,0
23826,3253,50,51,1,7,34,14,26,2,43,42,3,94,15,9,2,20,71,35,27,0,0,0
23827,1779,6,1,7,10,14,40,12,96,95,3,23,4,18,9,19,16,4,36,27,0,0,0
23828,856,6,1,22,10,14,4,44,24,21,3,23,15,8,12,4,9,16,40,38,27,0,0
23829,20,6,1,22,10,14,8,16,24,21,3,23,8,16,13,5,11,19,38,25,0,0,0
23830,298,6,1,7,10,14,8,2,59,55,3,109,8,2,13,5,11,35,8,25,0,0,0
23831,1023,6,1,7,10,17,4,18,43,42,3,47,15,4,18,4,9,16,40,5,28,0,0
23832,655,32,33,1,22,37,17,8,2,24,21,3,29,39,8,2,4,9,16,81,31,27,0
23833,664,6,1,7,10,17,31,12,65,88,7,3,15,29,4,18,19,30,12,62,36,25,0
23834,50,51,1,7,34,14,61,2,304,84,180,53,3,23,90,61,2,13,5,11,38,8,28
23835,209,32,33,1,7,34,14,9,2,120,127,3,15,9,2,9,19,16,36,40,52,0,0
23836,20,6,1,7,10,17,8,2,48,21,3,29,15,8,2,13,5,11,30,30,52,0,0
23837,1003,32,33,1,7,10,14,4,18,48,21,3,108,4,18,13,5,11,78,8,25,0,0
23838,1300,6,1,7,10,17,9,12,46,45,3,41,26,12,4,9,16,61,5,28,0,0,0
23839,1206,6,1,7,10,14,4,18,43,42,3,47,4,18,30,16,19,12,76,26,25,0,0
23840,2157,173,32,33,67,22,10,14,4,18,24,21,3,60,39,4,18,13,5,11,31,31,25
